0x00000000	batchLock_63efZf()
0x97a53219	setSwapToken(address,uint256,uint256,uint256,uint256,bool)
0x97a5d5b5	statusOf(address)
0x97a6278e	removeAgent(address)
0x97a629aa	shareholdersBalance()
0x97a75fe8	seriesASupply()
0x97a7cd35	sendOutTokenWith10digiCorrect(address[],uint256[])
0x97a8feee	ETH_ORACLE()
0x97a993aa	buyers(address)
0x97a9abb9	getNextFight()
0x97aaa73c	timeBasedBonus(uint256)
0x97aab362	setReg(address)
0x97aae114	setDeprecatedManual(uint256,address,bool)
0x97ab18bd	getDragonMaxHealthAndMana(uint256)
0x97ab4786	reserved(uint8)
0x97ab5baa	withdraw_if_failed()
0x97ab9e7a	contestStartTime()
0x97aba7f9	recoverSigner(bytes32,bytes)
0x97abed24	isFibonacciNumber(uint256)
0x97ac0ff8	heroesOld()
0x97ac3cd9	noMoreNextRoundSetting(bool)
0x97ac4a25	isRoundActive(uint256)
0x97acb94d	withdrawalFrom(address,address,uint256)
0x97ad1cbf	alterDividendCooldown(uint256)
0x97ae4491	serviceFeeWithdraw()
0x97aeb7ad	setTeamByAddress(uint8,address)
0x97af34db	listActiveBets()
0x97af6744	UNKNOWN_ERROR()
0x97b0484e	TOKEN_ICO2_LIMIT()
0x97b06c55	init(address,address,address,address,uint256,uint256,uint256,uint256,uint256,string)
0x97b09aa6	tokenSaleAgreement()
0x97b0e876	advisorVestingLockDate()
0x97b150ca	tokenAmountOf(address)
0x97b1b2b7	getFundStatsMap()
0x97b1ff1d	getNumberOfBeats()
0x97b23244	getUsdrAmount(address)
0x97b27c46	decision(bytes32,string,address[],uint256[])
0x97b2f556	numPlayers()
0x97b3116e	setPrePaidFee(uint256)
0x97b34e1f	readBools(bytes32[])
0x97b3b441	isAvailable(uint40)
0x97b4c2ef	isBullish()
0x97b51442	setMinimumWait(uint256)
0x97b5a262	monthlyNumberStart()
0x97b68b60	finishFreeGetToken()
0x97b6cf42	icoParametersSet()
0x97b740e2	addAuction(uint40,uint40,uint128)
0x97b817c9	beginGame(address,uint64)
0x97b87178	roleSetup(address,address,address,address,address,address,address,address)
0x97b88d04	setNextRoundTimestamp(uint256)
0x97b9a947	getContributorAddressById(uint256)
0x97b9d025	past_present_future()
0x97b9f04c	getPayoutValue(address)
0x97ba89c9	setBetUnit(uint256)
0x97bb0bc9	countByCurrency(address,bytes32,address,uint256)
0x97bcd97e	arrLength()
0x97bd506d	ACCEPT_EXP_THRESHOLD()
0x97bda041	debtScalingFactor()
0x97bdc7c8	changeWhitelist(bool)
0x97bdc9cc	setBytes(address,string)
0x97be2f4a	getDistributedAmount(uint64,string,address)
0x97be8862	getTree(address,uint256,uint256)
0x97bec0ec	unlockCZR(address,uint256)
0x97bfe6cf	executePullPayment(address,bytes32)
0x97c0262a	commissionWallet()
0x97c06deb	debit(address[],uint256[])
0x97c07c5f	findBuyOrdersOfUserOnPrime(address,uint256)
0x97c08da6	assignBurner(address)
0x97c0d614	set_BTC2xLongPercentage(uint32)
0x97c112d5	ItemInfo(uint256)
0x97c193c5	AREP()
0x97c22150	distibutedDecoUnits(address)
0x97c2a3f5	AddSpeedDistribution(address,uint256)
0x97c2a9b7	withdrawFoxt(address,uint256)
0x97c3bb6d	removeStakedDAI(uint256)
0x97c3ccd8	ban(address)
0x97c4a5f3	setPriceUpdater(address)
0x97c5522a	buyWithoutCheckApproved(uint8)
0x97c5ed1e	showMeTheMoney(address,uint256)
0x97c6006e	SetFreeQDA(uint256)
0x97c6824f	minBetMining()
0x97c8f311	distributeTokens(address[],uint16[])
0x97cae620	revokeApprovalTx(uint256)
0x97cb2c17	getSpaceshipProductPriceByModel(uint16)
0x97cb6338	addOtherGameAff(uint256,address,address,address)
0x97cbdfc9	transferAbnormalERC20Tokens(address,address,uint256)
0x97cbf63a	ADVISOR_5()
0x97cc7089	blacklist(uint40)
0x97ccd07b	medium()
0x97cda349	getLargeBonus()
0x97cdcbfd	trainEquipment(uint256,uint256,uint256)
0x97ce3a4b	getUnitsInProduction(address,uint256,uint256)
0x97ce8c43	setFashionSuitCount(uint16,uint256)
0x97ceb310	setHardCapInEther(uint256)
0x97d083e5	syncUpkeepFee(uint256)
0x97d0b02c	setUserManager(address)
0x97d159e7	setMinTransfer(uint256)
0x97d32a12	afterCrowdsaleAddress()
0x97d3c683	priceStep8()
0x97d425cb	canBeTransfered(address,uint256)
0x97d4cfb9	initialTokenSupply(address,uint256)
0x97d551a1	TEC_TOKENS_NUMS()
0x97d5c6a1	setEndTime(uint256,uint64)
0x97d5f823	sendPOSTokens()
0x97d60d56	setBetaDelegateWhitelister(address)
0x97d63f93	initSupply()
0x97d65830	setTransferible(address,address,bool)
0x97d68c77	resolveSupply(address)
0x97d6ade3	changeQuorum(address,uint8)
0x97d6ce76	companyTokensInitial()
0x97d74bca	getMine(bytes32)
0x97d76665	fulfillBounty(address,uint256,address[],string)
0x97d814c3	withdrawCeo(address)
0x97d870c8	tokenWithdraw(address,address,uint256)
0x97d88cd2	subAllowance(address,address,uint256)
0x97d8c676	setAgent(address,bool)
0x97da2f8c	coinReduceRate()
0x97db48bd	isHolderOwnAddress(bytes32,address)
0x97db6bce	boolContractActive()
0x97db9a95	changeAuthority(address,address)
0x97dbfc5a	ICOEnabled()
0x97dc4c6f	earlyBirdMaxPerPerson()
0x97dc97cb	authorizedCaller()
0x97dd9892	getCurrentRoundTeamCos()
0x97df573e	storageAddr()
0x97df8a50	changeSuperContract(address)
0x97dffc61	lend()
0x97e03286	betExpirationBlocks()
0x97e10a79	transferERC20(address,uint256,address)
0x97e12b0d	lastRoundEndTimestamp()
0x97e1754c	previousEntries(uint256)
0x97e18af3	crowdsaleLock()
0x97e1d68d	PRESALE_BASE_PRICE_IN_WEI()
0x97e1e9b5	ILFManagerCandidateKeyHash()
0x97e1f48b	userReinvest()
0x97e278da	mintHoldArray(uint256)
0x97e28ba5	maxBznTankSizeOfRegularCarWithIndex(uint256)
0x97e2e6fe	manger_num()
0x97e30fc4	setPendingValue(uint256,address)
0x97e364d9	walletConnector()
0x97e42023	setRebuyThreshold(uint256)
0x97e4c28b	transferPrefix(string,address)
0x97e4fdea	pause_2()
0x97e553c2	reserveFundDistribution()
0x97e5d18a	thirdLoos()
0x97e645f3	isCallbackDone(address)
0x97e6b39a	setDealId(uint256)
0x97e6c7f7	getWeeklyDividends()
0x97e78c12	poolPartyAddress()
0x97e833a6	escrowByAssetId(uint256)
0x97e851f6	updateOptionalCommission(uint256,uint256,address)
0x97e8c813	signedTransferFrom(BTTSLib.Data storage,address,address,address,address,uint256,uint256,uint256,bytes,address)
0x97e8e520	stakeToMany(uint256[],uint256[])
0x97e92794	digitalSignature()
0x97e950f7	setMaxInvocations(uint256)
0x97e9a0bf	contractPrice()
0x97e9ed6c	buyerGetDiscount(address)
0x97ea403d	getCityResources(uint256)
0x97ea45e5	founderVesting()
0x97ea5ded	isValidAccount(string,string)
0x97eb0eab	addAirdrop(address,uint256,bool)
0x97eb147d	rlc_bounty()
0x97eb1800	investorsStockInfo(address)
0x97ebe0d6	approveTokenCollection(address,address,uint256)
0x97ec23cb	getCreationTime(uint256)
0x97ec642c	MAX_WITHDRAWAL()
0x97eccf2a	liquidityFund()
0x97ecd379	nPlatCurTotalEth()
0x97ecfaab	delWhitelist(address)
0x97ee0a05	SendPreReserved3()
0x97eede11	FACTOR_10()
0x97ef9779	TransferBase(uint256,string,string)
0x97efff39	amountToWithdrawOnDate(uint256)
0x97f0f17a	canSafeTransferFrom(address,address,uint256,uint256)
0x97f22ea9	addToPresaleWhitelist(address)
0x97f2562a	vestingsLengths(address)
0x97f2b4b0	isBetActive(bytes32)
0x97f2f5c3	maxTokensForSale()
0x97f3bb0c	removeLocking(bool)
0x97f3c21e	isUpgradeFinished()
0x97f3c806	countValidators()
0x97f46527	getNextVestingQuantity(address)
0x97f58e91	isLiquidating()
0x97f59897	_nextOwner()
0x97f606eb	ShowUnrelease(address,uint256)
0x97f68e49	getModelOperator(bytes32)
0x97f6afd9	getWithdrawalAfterClosureWindowInDays()
0x97f735d5	isBanned(address)
0x97f7b4f7	getBid(address,uint256,uint256)
0x97f929f4	managerAccount(address,uint256)
0x97f97e95	MAX_SIGNING_DURATION()
0x97f990f2	KNOWLEDGE_TO_GET_1FRANKLIN()
0x97fa346d	sellTank(uint32,uint256,uint256,uint256)
0x97fa495e	setAddressTransferAllowance(address,bool)
0x97fb069b	upsertOne(address,uint256,bool,uint256,uint256,uint256)
0x97fb2cea	getCustomerAtIndex(uint256)
0x97fbbc95	calculateFullRegenerationTime(uint32)
0x97fc007c	updateVerifier(address)
0x97fc93ab	cashBack(address)
0x97fce1bb	setGameLogicContract(address)
0x97fdf5f2	FOUNDERS_TOKENS_VESTED_1()
0x97fe5ea3	addAdvocatedTAOLogos(address,uint256)
0x97fe728a	useName(string)
0x97feb926	depositERC20(address,uint256)
0x97ff256a	addCollateralToken(address,uint256,uint256,uint32,uint256,uint256,uint256)
0x97ff49e7	referralGroups(uint256)
0x97ff6d10	cancelPlatformWithdrawal()
0x98004a2a	processContributions(address,uint256)
0x980054be	icoIsFinished()
0x9800fc16	removeAllowedContract(address)
0x98024a8b	getPartialAmount(uint256,uint256,uint256)
0x98036c38	refundChannel(bytes32)
0x98036e7a	ADVISORS_PERCENTAGE()
0x980389e0	official()
0x9803f216	burnAt(address,uint256)
0x98041ea3	addMember(address,uint256)
0x980591f4	pause(bool,string,address,uint256)
0x9805d7d2	landsOf(address)
0x980619a7	createChecksumAlgorithm(uint256)
0x98079dc4	payableTokenAddress()
0x980934ec	create(address,string,bytes32,uint256)
0x9809705d	verifyRedeem(address,uint256,bytes)
0x98099d5b	addActivity(uint8,string)
0x9809a38b	supplyPerColor()
0x980a7793	END_OF_PERIOD_4()
0x980c2f21	releaseForeignToken(address,uint256)
0x980cf053	stage4Bounty()
0x980d1834	gameStates(uint256)
0x980d4ec6	refundRemaining(uint256)
0x980e6e08	timeLeftToCook()
0x980e7844	cancelCampaign()
0x980f62b1	kickoff()
0x980fb0aa	abortByBroker()
0x98103f30	mapRound(uint256)
0x9810c73d	unsetAddressAlias(address)
0x9810e089	return_owner()
0x981111ef	factorial()
0x9811c7c1	target(uint256)
0x98123528	numThings()
0x98126714	bonusFundValue()
0x98141712	addWhiteAccount(address)
0x981489b8	setWidthrawFor(string,uint256,uint256)
0x9814ccba	setOraclizeGas(uint256,uint256)
0x9815c6b2	mintEnd(bool)
0x98163597	getTotalVolumeEth(address)
0x9817d81f	create(string,string,uint256,uint256,bool,uint256)
0x98180dde	startICO(uint256)
0x98182950	TARGET_TOKENS_ADDRESS()
0x9818da73	setMinBuyTokenAmount(uint256)
0x981900ab	tranche_2_cap()
0x9819e4b8	endIcoByCup()
0x981a1327	tokenToExchangeTransferOutput(uint256,uint256,uint256,uint256,address,address)
0x981ae401	ACTION_TAX()
0x981b24d0	totalSupplyAt(uint256)
0x981b405b	willChangeCost()
0x981b4385	gangHits(uint256)
0x981b69b7	soldForFifth()
0x981cc342	EXECUTE_PAYMENTS_ROLE()
0x981f5d76	getRateCentUsd()
0x981f6ab9	getLatestComponents(bytes32[])
0x98203e6b	setDeprecated()
0x982078b8	requestTokensFromCrowdsale()
0x98208a83	arrayTokenIdSale(uint256)
0x98213db6	getDesignatedCaller(ScheduledCallLib.CallDatabase storage,bytes32,uint256)
0x98228871	getNeighbors(uint256,uint256,uint256)
0x982296a8	emitEvent(string)
0x98229da9	saiAddress()
0x98234a6c	max_crowd_vitas()
0x982371b4	cancelOrder(address,uint256,address,uint256,uint256,uint8,bytes32,bytes32)
0x982382a9	hubFundAdmin()
0x982475a9	approveKyc(address[])
0x98256d2e	withdrawBoxBalance(address)
0x98257d84	changeDefaultTimeLock(uint256)
0x982657f3	startGame(uint256,uint256,uint256,uint256)
0x98266550	finalize(uint128)
0x98270d24	atxToken()
0x9827a996	terminateProject(bytes32)
0x98285aad	createOrder(bytes32,address,address,uint256,uint256,uint256,address,uint256,uint256)
0x98290c53	stakeBelaSplit(uint256,address)
0x982a2376	settingExist(uint256)
0x982a7159	updateDepositDeadline(bytes4,uint256)
0x982a96e3	bonusRemaining()
0x982b48d1	details(bytes32)
0x982b6689	transferMultiple(uint256,address[])
0x982c0455	getSpecifiedComment(address,uint256)
0x982e2adf	AWBTC()
0x982e5721	getRateNow()
0x982ef0a7	delegate(address,bool)
0x982f4a21	INFOCORP_DONATION()
0x983032c2	newShare()
0x98309e3d	weiBalanceOf(address)
0x9830a8fd	getCustomerTxRegistry(address)
0x98313096	getAnswers(address)
0x98313b10	splitTokensAfterDistribution(uint256)
0x98315249	getUsersMicroModulesIds()
0x9831ca4d	joinMiniGame()
0x9831e8f5	removeEscrow(bytes32)
0x983234b6	setAmounts(uint256,uint256)
0x9832b57f	getBuilderByID(uint256)
0x98333e8f	WinningCards(uint256)
0x983342c7	init(address,address,bytes20,address)
0x98334461	availablePathosToStake(address)
0x98337afb	largeCount()
0x9834857f	getProvenanceDocuments()
0x983485e1	buyEthereumToken()
0x983586b1	artistCommission()
0x98358f82	cap_in_wei()
0x98359c61	feeByNameHash(bytes32)
0x9835efaf	setAmountToDistribute(uint256)
0x98371fc0	coachAllnums(uint256)
0x9837636e	newTokenAndInstance(string,string,string,address[],uint256[],uint64,uint64,uint64)
0x98391c94	muteMe(bool)
0x983982e1	MinAmount1Round()
0x983a7f47	setDNA(uint256,uint256)
0x983ae94e	processedTransactions(uint32)
0x983b2d56	addMinter(address)
0x983b94fb	finalizeAuction(bytes32)
0x983bd3d4	setHorseHash(uint256,string)
0x983c0a01	closeCrowdsale()
0x983c1287	ecologyFundBalance()
0x983c7630	setPermissionByAddress(uint8,address,bool)
0x983ce499	_set2()
0x983d2737	OPERATOR()
0x983d58f4	thirdPhaseBonus(uint256)
0x983d9139	TKPUserArrayIdentifier(address)
0x983df7cd	isOperatorAuthorizedBy(address,address)
0x983e2e14	topDownComposableStateHash(uint256)
0x983e746d	punkIdToPunkBio(uint256)
0x983fd5af	unassignHeadstoneFromPlot(uint256)
0x9840a8f8	minAllowedBetInTokens()
0x9841a2d8	startSale1Phase()
0x984274af	preTgeCap()
0x9842a37c	__callback(uint256,bytes32)
0x9843eae3	airdropActive()
0x98445e6f	getCurrencyPayment(address,uint256)
0x9844c294	existenceAllowance(address)
0x984559a4	setSlowDownRate(uint256)
0x984572d0	privatePreICOBonusPercent()
0x9845b448	PHASE5_START_TIME()
0x9845bbb1	numbersCalledThisStage()
0x9845f280	_setMintPaused(bool)
0x98462c17	getBATUniROI()
0x9846776c	leveldata(uint256)
0x9846d9de	setLockUsers(uint8,address[],uint256[],uint256[])
0x9846fd5f	setGuardaDoPrecatorio(string)
0x9847cc83	GuardianSaleToBuyer(uint256)
0x984809bf	setPublicOfferingLimit(uint256,uint256)
0x9848146a	whitelistedByeSayer(address)
0x984877b0	GoalHitWithdrawl()
0x9848fef8	tokensReleasedToEcosystem()
0x98495352	distributeList(address[],uint256[])
0x984968fc	getMembersForEpoch(uint256)
0x984a27be	m_SMRMinter()
0x984a2df1	fetchvault()
0x984b7dc5	getUserMonster(uint256,address)
0x984bdb37	setPrivateProfile(bytes,bytes)
0x984c14ac	setupVolumeMultipliers(uint256[],uint256[],uint256[])
0x984c49e1	presale_hardcap()
0x984ce0fd	transfertoacc(string,uint256)
0x984d3c96	getEntryFee(uint256)
0x984d4a93	setAdminsAddress(address)
0x984dc94b	tokenRadius(uint256)
0x984fba49	removeInvestorFromWhiteList(address)
0x9850d32b	maintainer()
0x98512d72	round1TokensRemaning()
0x98519340	setParameters(uint32,uint32,uint32,uint32,uint32,uint32)
0x9851a5f2	tokenRemained()
0x9851bac7	PORTAL_NETWORK_RESOLVER()
0x9852099c	depositId()
0x9852595c	released(address)
0x985305e1	COMPANY_1()
0x9853b234	createPhoenix(uint256,uint256,uint256)
0x9853d922	getAllProposals(address)
0x98544710	setKeyHash(bytes32)
0x98546380	transferApproval(uint256)
0x98547a45	donacionCruzRoja()
0x98555fb0	sentAwayETH(address)
0x98565bf2	crowdsalePercentOfTotalSupply()
0x98575188	removeUser(address)
0x9858383e	allocateTokens(uint8,address,uint256,uint256)
0x9858befb	adminBalance()
0x9858cf19	FREE_SUPPLY()
0x98590ef9	cancel(address,uint256)
0x9859387b	createAccount(address)
0x98597629	max_value()
0x98598905	subVirusDef(address,uint256)
0x985989d2	ROLE_UNDER_MINTER()
0x9859ad0e	getAllPacks()
0x985b71f1	calcBindedBlindHash256(string,address)
0x985bcf34	canExit(bytes32)
0x985bdd43	isExchangeAlive()
0x985bfa9f	bonusDivPercent()
0x985c7564	getNextTournamentData()
0x985d2804	getNCardsNumber()
0x985d3ecc	addFundsForInterests(uint256)
0x985d43f1	TOTAL_APC_SUPPLY()
0x985da362	orderOfBuyer(address)
0x985dea23	getETH(uint256,address)
0x985df3a7	setHeroAssetAddress(address)
0x985e2cdf	updateExchange(address,address,bool,bytes4[])
0x985e4cd0	sumBalanceOf(address)
0x985f2fe1	marketing2()
0x985f422b	tokenOfLeasorByIndex(address,uint256)
0x985f7f3d	borrowTokenFromDeposit(uint256,uint256,uint256,uint256,address,address)
0x985fc7ea	destructionAddress()
0x985fd3ab	advisorFund()
0x98603cca	disableBurning()
0x98606d11	ICOamountBonusLimits(uint256)
0x98608111	getStorageNameHash()
0x9860d0a5	setTransferFee(uint32,uint32)
0x98621efc	getSpinResult()
0x98624455	airdropFee()
0x98625080	addVest(address,uint256,uint256[],uint256[])
0x9862f26f	calculateFee(uint256,bool,bytes32)
0x98636f32	isException(address)
0x9864cd38	getCyclesAmount()
0x98650275	renounceMinter()
0x986520ed	sm_lastProfitSync()
0x9866503e	orThrow(bool,string)
0x9866845d	pWallet()
0x9867db74	commit(string)
0x98689001	dai2eth(uint256)
0x98698217	setTokenPriceInWEI(uint256)
0x9869aca0	setSchedule(uint256,uint256)
0x9869b736	ONE_MILLION()
0x9869f1b7	migrateTokens(address,address)
0x986b5676	loveID()
0x986bb722	startIco(uint256,uint256)
0x986bf5e8	addAudit(bytes32,uint256,bytes32,uint8,bytes32,bytes32)
0x986c1938	setRegistrarAuth(address)
0x986c2063	ORACLE_HUB_ADDRESS()
0x986c821c	saleSectionInvest(uint256)
0x986cc311	executeProposal(uint256,uint256,uint256)
0x986ccc7f	setHelper(address)
0x986d611d	getCountETHRefund(uint256,uint256)
0x986e791a	getString(bytes32)
0x986e7ed3	AssignGGCOwner(address)
0x986e82f2	limits(uint16)
0x986ec464	tokensLeftDrain(uint256)
0x986ee40b	mintRemainingLot(uint256)
0x986efb3e	bulkIssueInterests(bool,address,address,uint256[],address[])
0x986f737b	onrs(uint256)
0x986feefa	sixMonth()
0x98702402	refPercentage(address)
0x98703133	checkRetrieveSignature(uint256,address,address,string,bytes32,bytes32,uint8)
0x9870d7fe	addOperator(address)
0x9870dce0	checkOwner(uint256)
0x98718948	standardSigs(bytes4)
0x9871e510	hashExists(string)
0x98729c37	_changeUpPrice(uint256)
0x9872c88c	escrowWithdraw()
0x98738f97	preIcoBonuses(uint256)
0x9874a3d0	WAIT_BLOCKS()
0x9874fb67	txBuffer(uint256)
0x9875958c	PlaceRocketForSale(uint32,uint80)
0x98764f22	setPrice(uint32,uint64)
0x9876b94c	payDai(uint256)
0x9876ee61	coinsAddresses(uint256)
0x987757dd	settle(bytes32)
0x98779240	transfersAllowDate()
0x9877bdff	Alice()
0x9878cbb3	tokenPriceFeed(address)
0x9878cc51	MELON_ASSET()
0x9879ff79	swarm()
0x987a0c46	getLoans(uint256,uint16)
0x987b904b	BOUNTY_LIMIT()
0x987b918e	getBountyRevealPhaseStartTimestamp(uint256)
0x987c6b9d	swap(address,string,string,uint256,uint256,uint8,bytes32,bytes32,uint256)
0x987cb9b0	updatePublicSale(uint256)
0x987cec61	converted(uint256)
0x987e565d	buyKim(uint256)
0x987ea899	addAssetManager(address)
0x987eae8f	totalPets()
0x987efc02	cashoutAdmin()
0x987f3bdb	_playGame(uint256,uint256,uint256,bytes32)
0x987f513c	getBoomShare(address,uint256)
0x987f710a	TIME_TO_COOK()
0x987faf18	prevJackpotsLength()
0x9880472f	multiSigOutputAddress()
0x98806bf0	convertTokens(address)
0x98808222	timeSeriesFeedInstance()
0x98810147	poolTotalBuy(uint256)
0x98811973	distributedTokenCount()
0x9881b200	tokenIdToCelebId(uint256)
0x9881ba5a	characterFightsCount(uint256)
0x98827d5e	createCoins()
0x9882c453	teamAmount9()
0x9882da6c	proposalChallengedHash(address,address,uint256)
0x9882e15e	withdrawOverdue(address,address)
0x9883521e	presaleProcessed()
0x9883b9f4	addAmendment(string)
0x9884e801	tokenAddress(address)
0x98864aaf	getPropertyFlag(uint16)
0x98869731	auctionDuration(uint256)
0x9886abc0	transfer_erc165(address,uint256,bytes)
0x9886de1f	multiTransfer(uint256,address[])
0x988749d1	wipe(address)
0x9887a0bc	amountOfPrimesOwnedByOwner(address)
0x98880043	addGame(string,string,uint256,uint256)
0x988a18f6	claimTokens(address[],address)
0x988a9fb5	getTokenIdOfAddressAndIndex(address,uint256)
0x988aaf0a	convertTokensToUSDByLastRate(uint256)
0x988b1d86	remoteApprove(address,uint256)
0x988b590f	withdrawBSAFE(address,uint256)
0x988ba8e8	finishPreSaleRound()
0x988c8f1d	transferAny(address,uint256)
0x988d5143	bulkWithdraw(address[],address[])
0x988e5994	deployLockersInner()
0x988e6595	currentPeriodId()
0x988f3728	insertUint256Multi(bytes32[],uint256[])
0x9890220b	drain()
0x9890cdca	ERC1271_RETURN_VALID_SIGNATURE()
0x9890eabe	distributeDividendsOnTransferFrom(address,address,uint256)
0x9890f824	isWellFunded(address,uint256)
0x9891d61c	getEnabledTokensLength()
0x989292da	setCap(uint256,uint256)
0x9892a871	ponyIndexToOwner(uint256)
0x9894221a	SendCashForHardwareReturn()
0x98943c88	getAllWeaponData(uint256)
0x9894ba7c	transferOut(address)
0x98951b56	approveProposal(uint256)
0x98951bfc	foundersAmountLeft()
0x9895dd78	setRegularTransTime(uint32[])
0x9895e3d8	redeemUnderlying(address,address,uint256,uint256)
0x98968f15	purchase(address,uint256,uint256)
0x9896f37d	getFeesAmount()
0x98973f2b	setRestrictedAddress(address)
0x9897e8a5	scalarEvents(bytes32)
0x98981756	teamExists(uint256)
0x98983cc5	isCrowdsalePaused()
0x9898e18c	tokenSender()
0x989900e0	avgMinedPerDay()
0x9899276b	getOwnedTokensLength(address)
0x9899722d	newRateTime()
0x9899a2c5	aliceClaimsDeposit(bytes32,uint256,bytes32,address,address,bytes20)
0x989a8366	initialize(address,uint64,uint64)
0x989a85b5	withdrawCommittedDeposit(address,uint256)
0x989c0912	etherEuroRate()
0x989c1855	EGGS_TO_HATCH_1ALIEN()
0x989c2d12	lastTX(address)
0x989ced26	updateTokenContract(address)
0x989d12b6	ss(uint256)
0x989d8355	swaps(address,uint256)
0x989e5ea9	userByAddress(address)
0x989eaa9c	getAaveAPRAdjusted(address,uint256)
0x98a0871d	buyXaddr(address,uint256)
0x98a0d465	godSetKingOfEthContract(address)
